ERR3404624	E_col_Pop14	0.826803	5232497.992063492	1	3121668.7588152327	619713682	118.43553173646022	1	100	Warning: high coverage (118.43553173646022) so 2635753 reads were subsampled to reduce the coverage to 100	0.0
ERR3404625	E_col_Pop14	0.993514	5232497.992063492	1	1655026.5665927865	328555874	62.79139991995113	0	62.79139991995113		0.0
ERR3404626	E_col_Pop14	0.998976	5232497.992063492	1	128527.99717912552	25515378	4.876328292662706	0	4.876328292662706	Warning: low coverage (4.876328292662706) so distances may not be accurate	28.0
ERR3404627	E_col_Pop14	0.999878	5232497.992063492	1	751533.1956477936	149194370	28.513029575222752	0	28.513029575222752		0.0
ERR3404628	E_col_Pop14	0.929289	5232497.992063492	1	429106.7304785894	85177686	16.278589333277367	0	16.278589333277367		0.0
ERR3404643	E_col_Pop10	0.999994	5098176.319672131	1	12533143.0488297	2484570278	487.344909671501	1	100	Warning: high coverage (487.344909671501) so 2571719 reads were subsampled to reduce the coverage to 100	0.0
ERR3404644	E_col_Pop10	0.999993	5098176.319672131	1	10221341.52961356	2026074318	397.411582291116	1	100	Warning: high coverage (397.411582291116) so 2571978 reads were subsampled to reduce the coverage to 100	0.0
ERR3404645	E_col_Pop10	0.999987	5098176.319672131	1	5787527.653349475	1147319482	225.04507691758008	1	100	Warning: high coverage (225.04507691758008) so 2571719 reads were subsampled to reduce the coverage to 100	0.0
ERR3404646	E_col_Pop10	0.999989	5098176.319672131	1	6759533.884964682	1339739616	262.78801124049	1	100	Warning: high coverage (262.78801124049) so 2572238 reads were subsampled to reduce the coverage to 100	0.0
ERR3404647	E_col_Pop5	0.999978	5250600.386752137	1	4500908.283725154	892170040	169.91771879098752	1	100	Warning: high coverage (169.91771879098752) so 2648875 reads were subsampled to reduce the coverage to 100	0.0
ERR3404648	E_col_Pop5	0.986865	5250600.386752137	1	2514990.161453078	498471050	94.93600984331225	0	94.93600984331225		0.0
ERR3404649	E_col_Pop5	0.931389	5250600.386752137	1	2122586.600746645	420739116	80.13162019748688	0	80.13162019748688		0.0
ERR3404650	E_col_Pop5	0.493795	5250600.386752137	1	506002.8049641812	100299876	19.102553729487397	0	19.102553729487397		3.0
ERR3404651	E_col_Pop20	0.992764	5266551.488636363	1	9511337.487386478	1885147090	357.9471489204238	1	100	Warning: high coverage (357.9471489204238) so 2657190 reads were subsampled to reduce the coverage to 100	0.0
ERR3404652	E_col_Pop20	0.992726	5266551.488636363	1	8481043.859117974	1680773272	319.1411449459108	1	100	Warning: high coverage (319.1411449459108) so 2657458 reads were subsampled to reduce the coverage to 100	0.0
ERR3404653	E_col_Pop20	0.9924	5266551.488636363	1	5245888.616409325	1039630206	197.40245742270056	1	100	Warning: high coverage (197.40245742270056) so 2657458 reads were subsampled to reduce the coverage to 100	0.0
ERR3404654	E_col_Pop20	0.992483	5266551.488636363	1	3643520.1533959024	722072824	137.10543332919394	1	100	Warning: high coverage (137.10543332919394) so 2657458 reads were subsampled to reduce the coverage to 100	0.0
ERR3404655	E_col_Pop20	0.992356	5266551.488636363	1	4181481.3641408538	828853236	157.3806385048008	1	100	Warning: high coverage (157.3806385048008) so 2656922 reads were subsampled to reduce the coverage to 100	0.0
ERR3404657	E_col_Pop5	0.970397	5250600.386752137	1	1937684.1186560388	384087746	73.15120514010115	0	73.15120514010115		0.0
ERR3404658	E_col_Pop5	0.999823	5250600.386752137	1	1020292.7447023209	202222022	38.51407593505482	0	38.51407593505482		0.0
ERR3404659	E_col_Pop5	0.999897	5250600.386752137	1	1335568.190533858	264682904	50.41002637866426	0	50.41002637866426		0.0
ERR3404660	E_col_Pop5	0.99991	5250600.386752137	1	1399920.5831903946	277492258	52.84962434013158	0	52.84962434013158		0.0
ERR3404668	E_col_Pop49	0.983781	4814954.37037037	1	1650343.9870863599	327164192	67.9475165981343	0	67.9475165981343		0.0
ERR3404669	E_col_Pop4	0.153757	5141006.615289765	1	103202.13860587108	20460856	3.9799318559808454	0	3.9799318559808454	Warning: low coverage (3.9799318559808454) so distances may not be accurate	3.0
ERR3404670	E_col_Pop62	0.225767	4920500.263157895	1	654782.2118316732	128834948	26.183302735424686	0	26.183302735424686		3.0
ERR3404675	E_col_Pop3	0.176869	5143260.323902439	1	3021800.223759154	594206796	115.53115311673486	1	100	Warning: high coverage (115.53115311673486) so 2615571 reads were subsampled to reduce the coverage to 100	0.0
ERR3404675	E_col_Pop4	0.823118	5141006.615289765	1	5929744.862282752	1166855194	226.97017944495136	1	100	Warning: high coverage (226.97017944495136) so 2612565 reads were subsampled to reduce the coverage to 100	1.0
ERR3404688	E_col_Pop10	0.99999	5098176.319672131	1	6802421.262391261	1344974732	263.81487176310463	1	100	Warning: high coverage (263.81487176310463) so 2578482 reads were subsampled to reduce the coverage to 100	0.0
ERR3404690	E_col_Pop11	0.99999	5193807.442553191	1	9103324.248557838	1798998938	346.3738226528555	1	100	Warning: high coverage (346.3738226528555) so 2628179 reads were subsampled to reduce the coverage to 100	0.0
ERR3404692	E_col_Pop100	0.538287	4754787.2	1	2468910.906329114	487609904	102.5513621303599	1	100.0	Warning: high coverage (102.5513621303599) so 2407487 reads were subsampled to reduce the coverage to 100	50.0
ERR3404692	E_col_Pop6	1.02593e-06	4965438.799528302	1	2275882.550131659	449441286	90.5139110852993	0	90.5139110852993		0.0
ERR3404692	E_col_Pop85	1.88022e-05	4895290.076923077	1	2191369.816671731	432707884	88.39269526433814	0	88.39269526433814		14.0
ERR3404695	E_col_Pop5	0.948457	5250600.386752137	1	182808.2254148118	36137530	6.882551963234358	0	6.882551963234358	Warning: low coverage (6.882551963234358) so distances may not be accurate	24.0
ERR3404696	E_col_Pop5	0.948381	5250600.386752137	1	131375.94616474397	25965142	4.945175806087436	0	4.945175806087436	Warning: low coverage (4.945175806087436) so distances may not be accurate	69.0
ERR3404697	E_col_Pop216	0.9359	4953875.0	1	3423159.066990488	676553158	136.57049441094094	1	100.0	Warning: high coverage (136.57049441094094) so 2506514 reads were subsampled to reduce the coverage to 100	1.0
ERR3404700	E_col_Pop359	0.999838	4842433.0	1	1215311.6081368283	240169880	49.59694434595171	0	49.59694434595171		2.0
ERR3404701	E_col_Pop13	0.523806	5119815.905797102	1	805689.8341088408	159300994	31.114594143829574	0	31.114594143829574		0.0
